"ticket_id","city","issue_type","ticket_status","issue_description","ticket_closed_date_time","ticket_created_date_time","ticket_last_updated_date_time","address","lat","lng","location","image"
"12281663","Cambridge","Rodent Sighting","Archived","Very big rat in my yard","05/09/2022 08:54:59 AM","05/04/2022 06:04:02 PM","2022 May 09 08:54:59 AM","Cambridge Massachusetts","42.36680089622","-71.10601","POINT (-71.10600999999997 42.366800896219274)",
"12278478","Cambridge","Rodent Sighting","Archived","there is a tree with multiple burrows around the roots. I have only seen rats in the area but this seems like it could be a massive rat source","05/09/2022 08:53:49 AM","05/04/2022 10:12:52 AM","2022 May 09 08:53:49 AM","19 Irving Street Cambridge, MA, 02138, USA","42.37539110634","-71.11112357012","POINT (-71.11112357012001 42.37539110633593)",
"12282351","Cambridge","Rodent Sighting","Archived","Today around 5pm a big rat was running around Mellen 21/23 and the Lesly buildings and snacking in the open trashcan. With the rats problem we have in the Baldwin neighbourhood the city should replace ALL trashcans.","05/06/2022 12:03:37 PM","05/04/2022 10:09:11 PM","2022 May 06 01:29:16 PM","18 Mellen St Cambridge MA 02138, United States","42.3805822","-71.1181425","POINT (-71.1181425 42.3805822)",
"12264652","Cambridge","Rodent Sighting","Archived","Every day for the past few days around dusk, I have seen one very large rat wandering through our backyard, stopping to sniff at a few places, then moving into our neighbor's yard.  I do not know if it is the same animal or different ones each time.","05/06/2022 09:25:28 AM","05/01/2022 09:27:22 PM","2022 May 06 09:25:29 AM","52 Wendell Street Cambridge, Massachusetts, 02138","42.38137034675","-71.11573161144","POINT (-71.1157316114361 42.3813703467522)",
"12272530","Cambridge","Rodent Sighting","Archived","Apartment #1 is on the ground floor of an old house with two other units above. This location is dealing with a lot of rats. They are in the walls and have come into the apartment. They have dug from outside and burrowed into this house. We try to plug up all the holes, but it has little effect.","05/06/2022 08:28:50 AM","05/03/2022 09:19:52 AM","2022 May 06 08:28:50 AM","222 River Street #1, Cambridge, Massachusetts, 02139","42.3629382483","-71.11117529269","POINT (-71.11117529268897 42.362938248297645)",
"12263084","Cambridge","Rodent Sighting","Archived","Some animal has dug a tunnel in the dirt by where the city planted a tree in the side walk in front of our house at 149 Hamilton St in Cambridge. I believe it’s a rat hole. I’ve filled it in with dirt and rocks but the animal keeps digging new holes.","05/05/2022 04:22:40 PM","05/01/2022 10:49:59 AM","2022 May 05 04:22:41 PM","155 Hamilton St Cambridge 02139, United States","42.35931456313","-71.10781125752","POINT (-71.1078112575187 42.35931456312588)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjUwODcwMywicHVyIjoiYmxvYl9pZCJ9fQ==--c6128735ff2a2e04a018fa8d06e1deef50c8288f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"12277341","Cambridge","Rodent Sighting","Archived","I have seen an increase in rodents on this block and in my backyard.  79 Harvey St continues to leave sunflower seeds out in the front and back of their rooming house. Often their trash barrels are overflowing with trash or they throw their garbage into nearby residences garbage cans.

This is a chronic problem that the landlord refuses to deal with. You may need to contact a family member of the landlord to help them comprehend that they are contributing to the rodent problem in this neighborhood. 79 Harvey also seems to need more garbage and recycling bins.","05/05/2022 03:40:40 PM","05/04/2022 12:50:13 AM","2022 May 05 03:40:41 PM","79 Harvey St Cambridge, Massachusetts, 02140","42.39740394404","-71.13286119059","POINT (-71.13286119058517 42.39740394404135)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjUyNTU4OSwicHVyIjoiYmxvYl9pZCJ9fQ==--9f36de84475a0619967d50952188d46c740281d2/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/79%20Harvey.jpg"
"12261763","Cambridge","Rodent Sighting","Archived","Rats running through construction site at 118 Holworthy St.","05/05/2022 08:20:24 AM","04/30/2022 09:41:41 PM","2022 May 05 08:20:27 AM","118 Holworthy Street Cambridge, MA, 02138, USA","42.37783578863","-71.15087016585","POINT (-71.1508701658458 42.37783578862947)",
"12276482","Cambridge","Rodent Sighting","Archived","Dead mouse on sidewalk by planter","05/04/2022 03:20:26 PM","05/03/2022 06:09:58 PM","2022 May 04 03:20:27 PM","3 Palermo Street Cambridge, Massachusetts, 02141","42.37192050529","-71.09254181902","POINT (-71.09254181901576 42.371920505290575)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjUyNDMxMywicHVyIjoiYmxvYl9pZCJ9fQ==--50502b3ee76dff826256aa024e2d792c702fc891/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/Screenshot_20220503-180804_Snapchat.jpg"
"12019377","Cambridge","Rodent Sighting","Archived","My neighbor leaves sunflower seeds and corn out on the ground in the front of and back of her house for birds(?). I have seen an increase of rats around recently.","03/17/2022 01:48:33 PM","03/14/2022 01:11:36 AM","2022 May 04 10:17:54 AM","79 Harvey St Cambridge, Massachusetts, 02140","42.39740394404","-71.13286119059","POINT (-71.13286119058517 42.39740394404135)",
"12246133","Cambridge","Rodent Sighting","Archived","I would like a rodent inspection on my property. I believe I have seen rats in my shed and driveway.","05/03/2022 04:47:37 PM","04/27/2022 02:27:45 PM","2022 May 03 04:47:37 PM","14 Florence Street Cambridge, Massachusetts, 02139","42.35831747271","-71.11370327469","POINT (-71.11370327468669 42.35831747271382)",
"12222771","Cambridge","Rodent Sighting","Archived","Seen inside apartment. Scurried through the kitchen and into a small hole in a nearby closet wall (which surrounds a pipe). Has happened once before in January.

Have seen larger ones outside, though in areas I don't frequent so often so I can't really say how often they're actually there.","05/03/2022 04:47:20 PM","04/22/2022 11:12:41 PM","2022 May 03 04:47:20 PM","6 Kelly Road Cambridge, MA, 02139, USA","42.36198938379","-71.10858859737","POINT (-71.1085885973747 42.36198938379318)",
"12264420","Cambridge","Rodent Sighting","Archived","Saw a rat enter a space between garage and fence

615 to 630 PM","05/03/2022 02:20:35 PM","05/01/2022 07:43:07 PM","2022 May 03 02:20:36 PM","62 Larchwood Drive Cambridge, Massachusetts, 02138","42.37748776538","-71.146000424","POINT (-71.1460004240023 42.37748776538125)",
"12266702","Cambridge","Rodent Sighting","Archived","Resident reported seeing a rat on their property and would like someone to come inspect.","05/03/2022 02:19:44 PM","05/02/2022 10:01:48 AM","2022 May 03 02:19:44 PM","70 Larchwood Drive Cambridge, Massachusetts, 02138","42.37763260467","-71.14604853613","POINT (-71.14604853612653 42.377632604668136)",
"12269336","Cambridge","Rodent Sighting","Archived","A residents reported seeing a rat run under their porch and would like an inspection.","05/03/2022 02:19:12 PM","05/02/2022 02:58:19 PM","2022 May 03 02:19:13 PM","37 Larchwood Drive Cambridge, Massachusetts, 02138","42.37683477321","-71.14466460009","POINT (-71.14466460009321 42.37683477321416)",
"12273076","Cambridge","Rodent Sighting","Archived","Rat came through sewer system into Harvard office building.","05/03/2022 02:18:35 PM","05/03/2022 10:26:09 AM","2022 May 03 02:18:36 PM","79 Garden Street Cambridge, Massachusetts, 02138","42.38297925307","-71.12703963701","POINT (-71.12703963701009 42.382979253067205)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjUyMDQxOSwicHVyIjoiYmxvYl9pZCJ9fQ==--88b8f2b6939f33d65ff32a3d5f4162631f4fe4a2/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/91116962-058D-4688-90DF-D4597EA7FDB7.jpeg"
"12160430","Cambridge","Rodent Sighting","Archived","Behind 40R Market St. Rats running over tops of barrels. Steam cleaning for trash barrels to remove food odors please! Trash accumulates on top of trash barrels during week before weekly dumptruck pickup","05/03/2022 08:14:45 AM","04/11/2022 08:11:00 AM","2022 May 03 08:14:46 AM","40 Market Street Cambridge, MA, 02139, USA","42.36808712253","-71.09614965262","POINT (-71.09614965261812 42.36808712253029)",
"12238261","Cambridge","Rodent Sighting","Archived","A large rat was found alive and swimming in a toilet on the second floor handicap bathroom at Harvard University Press","05/03/2022 08:05:21 AM","04/26/2022 10:51:47 AM","2022 May 03 08:05:21 AM","79 Garden Street Cambridge, Massachusetts, 02138","42.38297925307","-71.12703963701","POINT (-71.12703963701009 42.382979253067205)",
"12252539","Cambridge","Rodent Sighting","Archived","Rodent burrows in the Lorentz Park playground, under the eastern boulder.","05/02/2022 02:25:44 PM","04/28/2022 03:26:02 PM","2022 May 02 02:25:45 PM","445 Broadway Cambridge, MA, 02138, USA","42.37366849618","-71.11103237828","POINT (-71.111032378278 42.373668496182276)",
"12154893","Cambridge","Need rodent-proof trash bin at Alden Playground","Archived","Please install a rodent-proof trash bin at Alden Playground. The current trash bin leaves a lot of open food containers exposed and provides rats a feast.","05/02/2022 11:36:25 AM","04/09/2022 11:25:57 AM","2022 May 02 11:36:26 AM","33 Sacramento Street Cambridge, Massachusetts, 02138","42.38286236743","-71.116406187","POINT (-71.11640618700366 42.38286236742738)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjM5MjA2NCwicHVyIjoiYmxvYl9pZCJ9fQ==--6b29c2717b1f33a5d68d17198ea7d8e355121d06/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--57f85c85093db4303fe6b4e7261d952e5d1fef3e/TrashBin.png"
"12243745","Cambridge","Rodent Sighting","Archived","17a Putnam ave I couldn't sleep due to noise in my room where I was recently moved due to multiple code citations on the landlords for property neglect. This mouse was caught on my surveillance as I slept. Additionally I am hearing rats outside, have seen them as well including delivery drivers who have seen them in early morning. Additionally neighbors who police wrote a report on for disturbing the peace are continuing parties and blasting music after 1030-11pm. I am disabled.","04/29/2022 08:42:56 AM","04/27/2022 09:12:41 AM","2022 Apr 29 08:42:57 AM","17 Putnam Ave Cambridge MA 02139, United States","42.3695793","-71.1136515","POINT (-71.1136515 42.3695793)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQ4NzkwNCwicHVyIjoiYmxvYl9pZCJ9fQ==--4f29e0d7d43004cf2be3354819896ccdc704b08b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"12238507","Cambridge","Rodent Sighting","Archived","There was a rodent battle and here is a picture of the remains. Sorry to share this with you.","04/27/2022 12:46:41 PM","04/26/2022 11:20:18 AM","2022 Apr 27 12:46:42 PM","515 Putnam Avenue Cambridge, MA, 02139, USA","42.35782933703","-71.10912730463","POINT (-71.1091273046289 42.357829337025265)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQ4MjU2MSwicHVyIjoiYmxvYl9pZCJ9fQ==--38d2588ee4ad68c829b369ec9d2b6c1edb2f8a60/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/0DAA3BCC-06DD-4379-8234-18791F1E4783_1_105_c.jpeg"
"12241447","Cambridge","Rodent Sighting","Archived","6 rats inside this trash container. I have block the way out for not getting away","04/27/2022 12:44:35 PM","04/26/2022 06:08:08 PM","2022 Apr 27 12:44:54 PM","304 Allston Street Cambridge, Massachusetts, 02139","42.36047350776","-71.11178457323","POINT (-71.11178457323079 42.36047350775871)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQ4NTgwNywicHVyIjoiYmxvYl9pZCJ9fQ==--2f6278253374fc7bd3d3fb368aacfea940267ce8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/20220424_135557.jpg"
"12222789","Cambridge","Rodent Sighting","Archived","Rats nesting in the back of 91 Second St.","04/26/2022 03:31:20 PM","04/22/2022 11:30:44 PM","2022 Apr 26 03:31:21 PM","91 Second Street Cambridge, MA, 02141, USA","42.36845047735","-71.07947744053","POINT (-71.07947744053155 42.36845047735259)",
"12156018","Cambridge","Rodent Sighting","Archived","Rodent holes in street tree wells.","04/26/2022 11:21:31 AM","04/09/2022 07:16:26 PM","2022 Apr 26 11:21:32 AM","1 Kendall Square Cambridge 02139, United States","42.36762799753","-71.09076179134","POINT (-71.09076179133741 42.36762799753092)",
"12166361","Cambridge","Rodent Sighting","Archived","in back of 40 Market a food fest for rats, broken Lids on trash cans, holes in trash cans, not enough trash cans for so many families!","04/26/2022 11:20:41 AM","04/12/2022 05:40:04 AM","2022 Apr 26 11:20:42 AM","40 Market Street Cambridge, MA, 02139, USA","42.36802449669","-71.09620012562","POINT (-71.09620012562047 42.36802449668965)",
"12191901","Cambridge","Rodent Sighting","Archived","Bird feeder on second floor driveway side window is attracting many rats to the neighborhood.","04/26/2022 10:16:23 AM","04/17/2022 02:00:39 PM","2022 Apr 26 10:16:23 AM","87 Gore St Cambridge 02141 United States","42.3721818","-71.0816691","POINT (-71.0816691 42.3721818)",
"12177664","Cambridge","Rodent Sighting","Archived","trash storage is inviting rodents","04/26/2022 08:45:31 AM","04/13/2022 06:15:16 PM","2022 Apr 26 08:45:32 AM","21 Market St Cambridge, MA 02139, USA","42.36747070535","-71.09472032636","POINT (-71.09472032636404 42.36747070535043)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQxNzMxMiwicHVyIjoiYmxvYl9pZCJ9fQ==--c6e1c2943d23856524410b1f8385d4ca8aee381f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-2076702785583511096830.png"
"12211287","Cambridge","Rodent Sighting","Archived","Rats running around","04/25/2022 05:11:55 PM","04/20/2022 10:21:13 PM","2022 Apr 25 05:11:56 PM","61 Gorham Street Cambridge, MA, 02138, USA","42.38214802345","-71.11534536711","POINT (-71.1153453671097 42.38214802344934)",
"12222800","Cambridge","Rodent Sighting","Archived","A large rat ran into a hole located right near the right-hand side of the foundation (as you face the building).","04/25/2022 04:57:31 PM","04/22/2022 11:57:36 PM","2022 Apr 25 04:57:31 PM","81 Oxford Street Cambridge, Massachusetts, 02138","42.38203088263","-71.11657449562","POINT (-71.11657449561945 42.38203088263214)",
"12206877","Cambridge","Rodent Sighting","Archived","Future rodents location: all that food will attracts tons of rodents at night","04/25/2022 08:52:40 AM","04/20/2022 09:32:56 AM","2022 Apr 25 08:52:40 AM","671 Massachusetts Avenue Cambridge, MA, 02139, USA","42.36612582774","-71.10397564223","POINT (-71.1039756422312 42.36612582774259)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQ0ODUwNywicHVyIjoiYmxvYl9pZCJ9fQ==--6531a0d9013995dba8941bc14f7dc3709a642300/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/50DF62ED-A9F7-48A6-BF50-3640468742B7.jpeg"
"12206858","Cambridge","Rodent Sighting","Archived","Future rats sighting/ I guess still we have people dropping bread and rice to attract rodents.. new location","04/25/2022 08:50:49 AM","04/20/2022 09:30:49 AM","2022 Apr 25 08:50:51 AM","11 Magazine Street Cambridge, Massachusetts, 02139","42.36440181241","-71.10556344087","POINT (-71.10556344087495 42.36440181241153)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQ0ODQ5MywicHVyIjoiYmxvYl9pZCJ9fQ==--698193f42e570f98cdec9000ecd1b2e26711f17f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/FCF48C5F-343C-48AC-9220-9A708E2DD2EC.jpeg"
"12211293","Cambridge","Rodent Sighting","Archived","Rodent activity inside the permanent trash bin in front of 448 Broadway","04/25/2022 08:38:48 AM","04/20/2022 10:24:21 PM","2022 Apr 25 08:38:49 AM","448 Broadway Cambridge, Massachusetts, 02138","42.37318386765","-71.11138266097","POINT (-71.11138266097353 42.373183867647015)",
"12211256","Cambridge","Rodent Sighting","Archived","There’sa giant rat hill where dozens of rats stream out of every night from under this big old tree. You can see the hole that they come out of it is obvious. The rats can be seen as early as 5/6pm that’s how many there are. Every time I drive down this street I see at least 2-3 rats. At 6pm today 2 rats came out of the hole. The rats hole is in between 19and 21 Irving st close to the road, right next to the side walk. You can’t miss it.","04/22/2022 12:14:46 PM","04/20/2022 09:57:44 PM","2022 Apr 22 12:14:47 PM","19 Irving Street Cambridge, Massachusetts, 02138","42.37527483069","-71.11122943978","POINT (-71.1112294397823 42.375274830685456)",
"12210032","Cambridge","Rodent Sighting","Archived","I've seen rats in a dirt mound between the garage at 97 Pemberton and the fence at McMath park.","04/20/2022 05:22:17 PM","04/20/2022 04:25:40 PM","2022 Apr 20 05:22:17 PM","97 Pemberton Street Cambridge, MA, 02140, USA","42.39032412678","-71.12710836531","POINT (-71.12710836530918 42.39032412677707)",
"12189485","Cambridge","Rodent Sighting","Archived","rats nest at the back of the driveway behind large tree","04/20/2022 04:59:03 PM","04/16/2022 01:28:43 PM","2022 Apr 20 04:59:04 PM","23 Clinton St Cambridge, MA 02139, USA","42.36911030795","-71.10594268888","POINT (-71.10594268888235 42.369110307952475)",
"12191521","Cambridge","Rodent Sighting","Archived",,"04/20/2022 04:44:14 PM","04/17/2022 10:03:47 AM","2022 Apr 20 04:44:15 PM","304 Western Avenue Cambridge, MA, 02139, USA","42.3643829399","-71.11301141424","POINT (-71.11301141424295 42.36438293989605)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQzMjczMiwicHVyIjoiYmxvYl9pZCJ9fQ==--641a632090f1a27cdeb76f174385d80e4a26bada/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"12163115","Cambridge","Rodent Sighting","Archived","Live Rat on sidewalk undeterred by my presence","04/20/2022 12:26:42 PM","04/11/2022 01:23:42 PM","2022 Apr 20 12:26:43 PM","72 Oxford Street Cambridge, MA, 02138, USA","42.3816461976","-71.11594842227","POINT (-71.11594842226728 42.38164619759988)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQwMDk0NSwicHVyIjoiYmxvYl9pZCJ9fQ==--1ef6a1a5d14df172b846a21c7cbc9d93da6f9abb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"12187459","Cambridge","Rodent Sighting","Archived","Last evening we saw two rats run across the intersection of Franklin and Brookline Streets.","04/19/2022 04:36:23 PM","04/15/2022 05:42:16 PM","2022 Apr 19 04:36:24 PM","35 Brookline Street Cambridge, MA, 02139, USA","42.36299323567","-71.10244930617","POINT (-71.10244930616605 42.362993235674935)",
"12182476","Cambridge","Rodent Sighting","Archived","Trash and recycling haven't been taken out for months (locked behind the building on Elm St). Trash everywhere, an incredible number of rats. This has been a serious problem for a long time.","04/19/2022 08:45:08 AM","04/14/2022 03:29:09 PM","2022 Apr 19 08:45:09 AM","1093 Cambridge Street Cambridge, Massachusetts, 02139","42.37318181408","-71.09543894003","POINT (-71.09543894002933 42.37318181408074)",
"12185323","Cambridge","Rodent Sighting","Archived","Rodents continue to make their way into the apartment. Mouse droppings observed many places. Still no mouse extermination is done. Continues to pose a hazard for health of tenants.","04/15/2022 09:39:56 AM","04/15/2022 09:31:54 AM","2022 Apr 15 09:39:56 AM","645 Cambridge St Cambridge, MA 02141, USA","42.37213921195","-71.08710452914","POINT (-71.08710452914238 42.37213921195282)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQyNTE4MSwicHVyIjoiYmxvYl9pZCJ9fQ==--6a2a2c5ac43f717613a481f5c6b5e94bc82845f5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-image-542364868411182141074458.jpg"
"12181804","Cambridge","Rodent Sighting","Open","Rats, scurry been this garbage and the transformer at night.  I'm not sure if they live in the green transformer.  I see them at night when I walk my dog.",,"04/14/2022 01:55:47 PM","2022 Apr 15 08:34:05 AM","10 Blackstone St Cambridge, MA 02139, USA","42.3626554413","-71.1148140952","POINT (-71.11481409519911 42.36265544129647)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQyMTQ3MCwicHVyIjoiYmxvYl9pZCJ9fQ==--ee3d5fba527b1120ded2ea482d351dc68a817540/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/img-image-261973779719256729761591.jpg"
"12172120","Cambridge","Rodent Sighting","Archived","Please send an inspector to the grass area beside 94 Brookline Street","04/14/2022 04:23:11 PM","04/12/2022 08:08:45 PM","2022 Apr 14 04:23:12 PM","119 Pacific Street Cambridge, MA, 02139, USA","42.36136327456","-71.10358054442","POINT (-71.1035805444165 42.361363274556716)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQxMTcyNiwicHVyIjoiYmxvYl9pZCJ9fQ==--71a394ab841ab73b832ebb45ce044571a8ad4504/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwiYXV0b19vcmllbnQiOnRydWUsInN0cmlwIjp0cnVlLCJyZXNpemUiOiI4MDB4NjAwIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--a24cd3b9f26082c533845b9cc150d8421a819967/9437619F-22E0-4E6E-BF72-904497AA5834.jpeg"
"12133790","Cambridge","Rodent Sighting","Archived","This little garage looks like a rat house, with rat holes, trails, and sighting.","04/14/2022 10:41:32 AM","04/05/2022 12:07:43 PM","2022 Apr 14 10:41:32 AM","12-18 Market St Cambridge, MA, 02139, USA","42.36764480209","-71.09416127771","POINT (-71.094161277711 42.36764480208778)",
"12164678","Cambridge","Rodent Sighting","Archived","About 40+ rat holes on the church grounds between Magazine St and River St, in front of the rosebush.","04/13/2022 04:24:38 PM","04/11/2022 04:30:57 PM","2022 Apr 13 04:24:39 PM","255 Franklin Street Cambridge, MA, 02139, USA","42.36503497594","-71.10521466366","POINT (-71.10521466366056 42.36503497593534)",
"12165305","Cambridge","Rodent Sighting","Archived","Dead rat in side yard","04/13/2022 04:10:21 PM","04/11/2022 06:21:08 PM","2022 Apr 13 04:10:22 PM","332 Franklin St Cambridge, Massachusetts, 02139","42.36571433466","-71.10736046471","POINT (-71.10736046471435 42.36571433465856)","https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NjQwMzc4MCwicHVyIjoiYmxvYl9pZCJ9fQ==--20a2479df6663bd09ef68521f4e72f91bf762496/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJhdXRvX29yaWVudCI6dHJ1ZSwic3RyaXAiOnRydWUsInJlc2l6ZSI6IjgwMHg2MDAifSwicHVyIjoidmFyaWF0aW9uIn19--242b3e94addeeae50b5fd8df8a0a8fbcf02bf33c/image.jpg"
"12158129","Cambridge","Rodent Sighting","Archived","Several large rats observed frequenting the driveway behind the 32-38 Spring Street condominiums, both during daytime and nighttime.","04/13/2022 02:15:53 PM","04/10/2022 02:34:47 PM","2022 Apr 13 02:15:54 PM","34 Spring Street Cambridge, Massachusetts, 02141","42.36872440179","-71.07942715803","POINT (-71.07942715803135 42.36872440178982)",
"12155318","Cambridge","Rodent Sighting","Archived","Rats from house to dumpster","04/13/2022 02:07:02 PM","04/09/2022 02:10:35 PM","2022 Apr 13 02:07:02 PM","124 Holworthy St Cambridge MA 02138, United States","42.3778978","-71.150977","POINT (-71.150977 42.3778978)",
"12164729","Cambridge","Rodent Sighting","Archived","Rats in back of 173-179 Sherman Street. We have put Home Depot black box baits out behind 177 & 179 (my property) but owner at 173 has excessive waste and debris in yard where I believe rats are living.","04/13/2022 02:03:47 PM","04/11/2022 04:40:05 PM","2022 Apr 13 02:03:48 PM","181 Sherman Street Cambridge, MA, 02140, USA","42.39238567796","-71.13301139234","POINT (-71.13301139234471 42.39238567795991)",
