"serial_number","device_name","address","latitude","longitude","active_site","device_type","total_since_install","prior_to_2023","total_2023","total_2024","total_2025","total_2026","january_2026","february_2026","march_2026","april_2026","may_2026","june_2026","july_2026","august_2026","september_2026","october_2026","november_2026","december_2026","participatory_budgeting","coordinates"
"21059063","(addition) 121 WASHINGTON ST","121 Washington St","42.3646","-71.0942","true","Box","20",,"0","0","15","5","0","0","0","1","4","0","0","0","0","0","0","0","Yes","POINT (-71.0942239 42.3646094)"
"21007217","HOYT FIELD","12 Gilmore St","42.3638","-71.1122","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1122435 42.36385)"
"21026397/20059878","GREEN ROSE PARK BACK LEFT","155 Harvard St","42.3659","-71.0947","true","Box","45","0","2","27","6","10","2","0","0","6","1","1","0","0","0","0","0","0","No","POINT (-71.0946606 42.3658686)"
"21060588","#KC CITY OF CAMBRIDGE ADDTION #SN PROSPECT ST","195 Prospect St","42.3702","-71.1008","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1007987 42.370238)"
"21000992","BEHIND FIRE HYDRANT NEXT TO BERGIN TOT LOT PLAYGROUND 24","Gerard Bergin Park","42.3909","-71.1274","false","Box","24","20","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1274 42.39087)"
"21084558","(PB) CENTRAL SQUARE TRASH HOUSE BY BUILDING 110","140 Harvard st","42.3654","-71.0947","true","Box","6",,"0","0","0","6","0","0","0","4","1","1","0","0","0","0","0","0","Yes","POINT (-71.0946823 42.3653943)"
"21007159","ST EXTENSION ON RIGHT SIDE OF BROWN FENCE","Sidney St Ext","42.3631","-71.0997","true","Box","51","0","6","39","6","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09973023 42.36305551)"
"21100887"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ IN ALLEY BEHIND BLUE DUMPSTERS"," 10 Brookline St","42.3635","-71.1015","true","Box","12",,"0","0","0","12","0","0","0","2","5","4","1","0","0","0","0","0","Yes","POINT (-71.10153632 42.36348145)"
"21004720","RIVERSIDE PRESS PARK","11 Blackstone St","42.3626","-71.1146","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.114601 42.36264718)"
"21099649","#KC CITY OF CAMBRIDGE #PB CENTRAL SQUARE NEXT TO DOORWAY TRASH HOUSE","Cambridge Housing Authority","42.3648","-71.0934","true","Box","3",,"0","0","0","3","0","0","0","2","1","0","0","0","0","0","0","0","Yes","POINT (-71.0933919 42.3648285)"
"21006207","RINDGE AVE BEHIND DUGOUT","344 Rindge Ave","42.3938","-71.1376","true","Box","8","0","0","3","2","3","0","0","1","0","2","0","0","0","0","0","0","0","No","POINT (-71.137596 42.393837)"
"21100950","(PB) EAST CAMBRIDGE LEFT SIDE OF GARDEN ALONG FENCE","263 Hurley st","42.3685","-71.083","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0830416 42.3684529)"
"21001447","NEXT TO WHITE RESIDENTIAL SHED AT BERGIN PARK 18","80 Haskell St","42.3908","-71.1272","false","Box","22","17","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1272 42.39082)"
"16034778","45 PEMBERTON","45 Pemberton St","42.3914","-71.1258","false","Pipe","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1258 42.3913546)"
"21055534","(addition) PUTNAM GARDENS TRASH BUILDING 4","64 Magee St","42.3657","-71.1121","true","Box","15",,"0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1120879153 42.3656747084)"
"21010493","(addition) MANNING HOUSING DOWN THE DRIVEWAY","237 Franklin St	","42.3643","-71.1041","true","Box","44",,"0","0","33","11","2","0","0","0","5","4","0","0","0","0","0","0","Yes","POINT (-71.1040645 42.3642548)"
"21007214","CAMBRIDGE PUBLIC LIBRARY","449 Broadway","42.3738","-71.1101","false","Box","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1101296 42.3737951)"
"17000072","RINDGE @ FAIRFIELD","128B New Boston Street	","42.3925","-71.1265","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.12648971 42.39252088)"
"21055373","(addition) PUTNAM GARDENS TRASH BUILDING 2 BOX 1","1 Callender St","42.3655","-71.1117","true","Box","44",,"0","0","24","20","10","5","1","1","2","1","0","0","0","0","0","0","Yes","POINT (-71.1116866636 42.3655430675)"
"21006250","GOLD STAR PARK AGAINST FENCE AT BASKETBALL COURT","134 Gore St","42.3722","-71.0842","true","Box","18",,"0","13","4","1","0","0","1","0","0","0","0","0","0","0","0","0","No","POINT (-71.0841952 42.3721823)"
"21001639","(addition) CAMBRIDGEPORT SCHOOL","89 Elm St","42.3694","-71.0978","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0978303 42.3693694)"
"21001540","GREEN ROSE PARK BEHIND TRASH CAN 1 12","40 Dickinson St","42.3663","-71.0948","false","Box","22","16","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0948 42.36633)"
"21100946","(PB) MID CAMBRIDGE WEST ON LEFT SIDE OF GATE TO COMMUNITY GARDEN","599 Green St","42.3687","-71.1112","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","Yes","POINT (-71.1112219 42.3686793)"
"21003968","FIRE DEPARTMENT","495 Broadway","42.3753","-71.1153","false","Box","11","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1152589 42.375318)"
"21100955","(PB) RUSSELL FIELD PARK IN MC MATH GARDEN ALONG FENCE BY TRASH BARREL","99 Pemberton St","42.3903","-71.127","true","Box","4",,"0","0","0","4","0","0","0","0","1","3","0","0","0","0","0","0","Yes","POINT (-71.12705 42.3902778)"
"21000528","CRONIN PARK BURROWS ALONG FENCE ACROSS FROM CHURCH 22","18 Pleasant St","42.3653","-71.1061","false","Box","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1061 42.36535)"
"21088313","(PB) CENTRAL SQUARE TRASH HOUSE BETWEEN 130-140","140 Harvard st","42.3654","-71.0947","true","Box","10",,"0","0","0","10","0","0","0","3","7","0","0","0","0","0","0","0","Yes","POINT (-71.0946823 42.3653943)"
"21101041"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ATTACHED TO FENCE. FOR STAIRS"," 237 Franklin St","42.3642","-71.1041","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.10410637 42.36418626)"
"21005956","CAMBRIDGE PUBLIC LIBRARY","449 Broadway","42.3738","-71.1101","false","Box","16","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1101296 42.3737951)"
"21014804","BROADWAY BEHIND 228 BROADWAY 2","229 Broadway","42.3663","-71.0943","true","Box","16",,"0","0","12","4","0","0","0","0","0","3","1","0","0","0","0","0","No","POINT (-71.0943227001 42.3663317001)"
"17000747","STANDISH ST","60 Standish St","42.3828","-71.1396","false","Pipe","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1396234 42.382813)"
"21084704","(DPW) STRAWBERRY HILL ATTACHED TO FENCE NEXT TO TRASH ON BACK BASEBALL FIELD","691 Huron Ave","42.381","-71.1523","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.15230885 42.38096988)"
"21006259","RIVERSIDE PRESS PARK","Memorial Dr & River St","42.3615","-71.116","false","Box","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1159728 42.3614689)"
"21089016","(DPW) STRAWBERRY HILL IN REAR OF LIBRARY AGAINST FENCE BEHIND PATIO","64 Aberdeen Ave","42.3769","-71.1469","true","Box","2",,"0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","No","POINT (-71.1468708 42.3769121)"
"21026756","(addition) WILLOW ST HOMES  TRASH AREA","14 Palermo St","42.3717","-71.0929","true","Box","22",,"0","0","6","16","0","0","6","3","7","0","0","0","0","0","0","0","Yes","POINT (-71.0929106 42.3717386)"
"21000591","MASS AVE LOADING DOCK RIGHT SIDE PARKING GARAGE AREA	","770 Massachusetts Ave","42.3663","-71.1064","true","Box","9",,"0","1","7","1","0","1","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10639091 42.36630596)"
"21026099/20058776","GREEN ROSE PARK	BACK RIGHT TOWARDS GARDEN","155 Harvard St","42.3659","-71.0947","false","Box","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0946606 42.3658686)"
"17000053","HAMMOND ST","76 Hammond St","42.3812","-71.1137","false","Pipe","29",,"0","0","0","29","0","0","0","0","29","0","0","0","0","0","0","0","No","POINT (-71.11367409 42.3811874)"
"21005519","CAMBRIDGE ST","147 Cambridge St","42.3708","-71.0781","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0780695 42.3707906)"
"21014804","HOYT FIELD","270 Western Ave","42.3645","-71.1121","false","Box","32","0","19","10","1","2","0","0","0","0","2","0","0","0","0","0","0","0","No","POINT (-71.1120914 42.364523)"
"20057862/21026398","GOLD STAR PARK BY TRASH BINS IN PLAYGROUND","134 Gore St","42.3725","-71.0837","false","Box","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.08372192 42.372478)"
"21100828","(PB) WEST SOMERVILLE ACROSS FROM 52 BY FDC CONNECTION POINT ON BUILDING","51 Clarendon Ave","42.4022","-71.1295","true","Box","3",,"0","0","0","3","0","0","0","1","1","1","0","0","0","0","0","0","Yes","POINT (-71.1294809 42.4021627)"
"21024712/20129822","RINDGE LATIN SCHOOL	RIGHT OF OVERHEAD DOOR","96 Ellery St","42.374","-71.1087","true","Box","26","0","3","6","13","4","0","0","0","0","4","0","0","0","0","0","0","0","No","POINT (-71.1087062 42.3739792)"
"21001421","BEHIND TRASH CAN IN BERGIN TOT LOT PLAYGROUND 21","88 Pemberton St","42.3905","-71.1273","false","Box","36","22","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1273 42.3905)"
"21006960","VIALE BROOKLINE SIDE BACK ALLEY","500 Massachusetts Ave","42.3639","-71.1018","false","Box","14",,"0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1018485644 42.36394624)"
"21026500","(addition) WINDSOR ST","180 Windsor St","42.3656","-71.0958","true","Box","5",,"0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.095769 42.3655739)"
"21100936","#KC CITY OF CAMBRIDGE DPW # SN EAST CAMBRIDGE ON FENCE LINE RIGHT SIDE OF PARK","83 Otis St","42.3707","-71.0812","true","Box","1",,"0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","No","POINT (-71.08119442 42.37067967)"
"20121875","MASS AVE","2368 Massachusetts Ave","42.3966","-71.1298","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.129838 42.396622)"
"21100938"," #KC CITY OF CAMBRIDGE PB #SN WEST CAMBRIDGE COMMUNITY GARDEN"," 650 Concord Ave","42.3891","-71.1491","true","Box","8",,"0","0","0","8","0","0","0","5","1","2","0","0","0","0","0","0","Yes","POINT (-71.14905288 42.38906281)"
"20049153/21003390","HOWARD ST IN FRONT OF HOUSE","39 Howard St	","42.3651","-71.111","false","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1109721 42.365148)"
"21087924"," #KC CITY OF CAMBRIDGE PB #SN THE PORT ALONG GREEN FENCE CLOSE TO THE RESTAURANT"," 11 Springfield St","42.3741","-71.1","true","Box","14",,"0","0","0","14","0","0","0","1","7","6","0","0","0","0","0","0","Yes","POINT (-71.09997659 42.37413167)"
"21088581","(PB) AREA IV IN DUMPSTER CORRAL (2 BOXES HERE)","570 Windsor St","42.3741","-71.0927","true","Box","8",,"0","0","0","8","0","0","0","2","4","2","0","0","0","0","0","0","Yes","POINT (-71.0927322 42.3740553)"
"21006485","SHARED ALLEY RIGHT OF MASS AVE","502 Massachusetts Ave","42.364","-71.1018","false","Box","20","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10181467 42.3640405)"
"16034540","WINTER AT SCIARAPPA","40 Sciarappa St","42.3726","-71.0812","false","Pipe","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0812 42.37261)"
"21005184","HOYT FIELD MIDDLE BROWN FENCE BEHIND PLAYGROUND","1 Montague St","42.3632","-71.1125","false","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.11250036 42.363155)"
"21060582","(addition) HAMILTON ST ALONG WOOD FENCE LEFT SIDE","113 HAMILTON ST","42.3591","-71.1069","true","Box","29",,"0","0","19","10","1","0","2","5","2","0","0","0","0","0","0","0","Yes","POINT (-71.106941 42.359051)"
"21053219","(DPW) WELLINGTON-HARRINGTON WEST LEFT SIDE OF GATE AT THE END OF NORFOLK ST","147 Hampshire St","42.3723","-71.0966","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09664023 42.3722907)"
"16034458","46 PORTER RD","46 Porter Rd","42.3891","-71.1218","false","Pipe","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1218 42.38907)"
"21088248","(PB) CENTRAL SQUARE TRASH HOUSE LEFT OF BUILDING 10","161 Washington Street","42.3586","-71.0584","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","Yes","POINT (-71.0583614 42.3586336)"
"21026089/20058769","PROSPECT ST","357 Prospect St","42.3737","-71.098","false","Box","8","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0980378 42.373715)"
"21003958","ST PETERS FIELD LEFT SIDE BLACK FENCE NEXT TO LIGHT BLUE SHED","79 Sherman St","42.3879","-71.1324","true","Box","1",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1324013 42.3879087)"
"21001558","(addition) CHA TRASH HOUSE 1 BOX 1","9W73+GJ	","42.3638","-71.0959","true","Box","16",,"0","0","9","7","0","1","1","0","1","4","0","0","0","0","0","0","Yes","POINT (-71.0959375 42.3638125)"
"21007213","SENNOTT PARK ","310 Broadway","42.3684","-71.0989","true","Box","13",,"0","3","8","2","0","0","1","0","1","0","0","0","0","0","0","0","No","POINT (-71.098935 42.3683873)"
"21099647","(PB) HARVARD SQUARE BEHIND COMPACTOR DUMPSTER IN ALLEY OF 5 MIFFLIN PL. BEHIND A GAS METER AND PIPES","5 Mifflin Pl","42.3735","-71.1222","true","Box","4",,"0","0","0","4","0","0","0","0","2","2","0","0","0","0","0","0","Yes","POINT (-71.12220256 42.37354883)"
"21100266","(DPW) CENTRAL SQUARE BACK LEFT CORNER OF WHOLE FOODS PARKING LOT ON LEDGE","15 St Paul St","42.3681","-71.103","true","Box","2",,"0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","No","POINT (-71.10297109 42.36810585)"
"21080819","(PB) HARVARD SQUARE TRASH AREA BETWEEN 2 & 8 HOLYOKE ST. LEFT SIDE BACK CONNECTED TO PIPE.","6 Holyoke Street","42.3728","-71.118","true","Box","13",,"0","0","0","13","0","0","0","0","5","8","0","0","0","0","0","0","Yes","POINT (-71.11797207 42.37278009)"
"21091784","TOOMEY PARK ROGERS ST BIG BELLY","71 Rogers St","42.3665","-71.0807","true","Box","6",,"0","0","0","6","0","0","0","3","2","1","0","0","0","0","0","0","No","POINT (-71.0806971 42.3664755)"
"21089117"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ALONG REAR OF TOWN HALL ALONG FENCE"," 11 Inman St","42.3672","-71.1053","true","Box","6",,"0","0","0","6","0","0","0","0","3","1","2","0","0","0","0","0","Yes","POINT (-71.10526415 42.36721558)"
"20057661","MASS AVE","2368 Massachusetts Ave","42.3967","-71.1297","false","Box","6","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1296666 42.3966675)"
"21007117","UNIVERSITY RD BEHIND BUILDING UNDER PATIO WITH THE BENCH","4 University Rd	","42.3731","-71.1229","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","No","POINT (-71.1229111 42.3730838)"
"17000796","PORTER & HARDING","81 Porter St","42.3738","-71.0903","false","Pipe","27","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.09033961 42.37381088)"
"21006329","LIRBARY","449 Broadway	","42.3741","-71.1107","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1107215 42.3741465)"
"21010366","KENNARD ST IN PLAYGROUND 20","90 Putnam Ave","42.3672","-71.1132","false","Box","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.11324592 42.36723401)"
"21090048","(DPW) HARVARD SQUARE PARKING GARAGE OF HARVARD SQUARE HOTEL. ON FENCE INSIDE AND BY TIKI BAR","112 Mt Auburn St","42.3729","-71.1221","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.12213608 42.3729039)"
"21006458","DANA SQUARE PARK","70 Magazine St","42.3615","-71.1079","false","Box","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1079474 42.3614965)"
"21005914","PARKING LOT #8 BEHIND 7-11 1","4 Pleasant St","42.3658","-71.1057","true","Box","30",,"0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10571131 42.36581417)"
"21006188","(addition) MLK SCHOOL NEAR COMPOST BINS","111 Kinnaird St","42.3675","-71.1128","false","Box","14",,"0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.112815 42.3675306)"
"21006519","GREEN ROSE PARK","155 Harvard St","42.3659","-71.0947","false","Box","15","0","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0946606 42.3658686)"
"21005184","HOYT FIELD ALONG FENCELINE ON WESTERN AVE","12 Gilmore St","42.364","-71.1113","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.111271 42.3640312)"
"21000772","BOX 30 ST PETERS FIELD LEFT OF ROLLING DOOR SALT SHED","79 Sherman St","42.3879","-71.1324","false","Box","36","10","11","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1324 42.38792)"
"21006866","(addition) WILLOW ST HOMES BOX 2 TRASH AREA","14 Palermo St","42.3717","-71.0929","true","Box","31",,"0","0","6","25","0","1","4","2","14","4","0","0","0","0","0","0","Yes","POINT (-71.0929106 42.3717386)"
"21088315","(DPW) CENTRAL SQUARE BEHIND FIRE HOUSE ON RIGHT SIDE ATTACHED TO AC UNIT","366 Massachusetts Ave","42.3629","-71.0998","true","Box","5",,"0","0","0","5","0","0","0","0","4","1","0","0","0","0","0","0","No","POINT (-71.0998098 42.3628847)"
"21007222","CAMBRIDGE PUBLIC LIBRARY","449 Broadway","42.3738","-71.1101","false","Box","13","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1101296 42.3737951)"
"21100858","(PB) AVON HILL BACK LEFT CORNER OF THE COMMUNITY GARDEN ALONG LEFT","21 Sacramento St","42.3831","-71.1179","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1179284 42.3831393)"
"21059465","(addition) 150 HARVARD ST	","150 Harvard St	","42.3657","-71.0949","true","Box","11",,"0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0948565 42.3656619)"
"21101254","(DPW) CAMBRIDGEPORT EAST BACK LEFT PARKING LOT OF 150 ERIE ST IN DUMPSTER AREA. BACK RIGHT CORNER OF DUMPSTERS CONNECTED TO METAL GATE BEAM.","150 Erie Street","42.359","-71.1072","true","Box","13",,"0","0","0","13","0","0","0","1","5","6","1","0","0","0","0","0","No","POINT (-71.1072447 42.35904537)"
"20057661/21026083","WALDEN ST COMMUTER LOT BEHIND DUMPSTER","12 Walden St","42.3908","-71.1233","true","Box","11",,"0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1232906 42.3907986)"
"21088751","(DPW) NEIGHBORHOOD 9 BACK LEFT CORNER OF PARKING LOT. DUMPSTERS BY DOG PARK","166 New St","42.3907","-71.1372","true","Box","5",,"0","0","0","5","0","0","0","0","3","2","0","0","0","0","0","0","No","POINT (-71.1372031 42.3907134)"
"21006098","175 CAMBRIDGEPARK DR WALL TO LEFT OF DUMPSTERS","175 Cambridge St","42.3955","-71.1472","true","Box","5",,"0","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","No","POINT (-71.1472306 42.3954782)"
"21006207","RUSSELL FIELD","Rindge Ave","42.3935","-71.1327","false","Box","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1326595 42.3934751)"
"21060586","(addition) WEAVER APARTMENTS","81 Clifton St","42.3959","-71.1362","false","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.1361972 42.3958771)"
"20121468","BISHOP ALLEN DRIVE DUMPSTER AREA","Bishop Richard","42.3652","-71.1019","false","Box","1",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.101861 42.365166)"
"21000950","SILVA PARK ON SCIARAPPA BY WOODEN FENCE 7 PREV","56 Sciarappa St","42.3709","-71.0815","false","Box","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0815 42.37091)"
"21026498","(addition) CHA TRASH TRASH HOUSE 3","32 Newtowne Ct","42.3638","-71.0944","true","Box","7",,"0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0943722818 42.3637586911)"
"21091624","(DPW) ACORN PARK FRONT LEFT OF BUILDING ATTACHED TO CONTAINER","51 Mooney St","42.395","-71.153","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","No","POINT (-71.15296914 42.39502478)"
"21089365","(PB) CENTRAL SQUARE INSIDE TRASH HOUSE NEXT TO BUILDING 1","141 Washington Street","42.3586","-71.0584","true","Box","2",,"0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","Yes","POINT (-71.0583613 42.358636)"
"21089299","(PB) SHANNONS TOWN ATTACHED TO THE FENCE BY TRASH HOUSE","3 Putnam Gardens","42.3661","-71.1131","true","Box","8",,"0","0","0","8","0","0","0","0","7","0","1","0","0","0","0","0","Yes","POINT (-71.11307375 42.36611812)"
"21004520","PARKING LOT #8 BEHIND 7-11 2","4 Pleasant St","42.3658","-71.1057","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.10571131 42.36581417)"
"21006263","SIDNEY ST EXT BEHIND WALL NEXT TO SIDEWALK","Sidney St Ext","42.3632","-71.0996","false","Box","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0995532 42.3631764)"
"17001638","CALLENDAR @ DODGE","Callendar St & Dodge St","42.3654","-71.1122","false","Pipe","166","0","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1122048 42.3653535)"
"21001183","BOX #10 INSIDE GARDEN ON MOORE ST AGAINST BACK FENCE","6 Dickinson St","42.366","-71.094","false","Box","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.094 42.36603)"
"21089056","(PB) HARVARD SQUARE BACKSIDE OF 1300 MASS AVE BEHIND LINE OF DUMPSTERS. CONNECTED TO GUTTER DRAIN","1312 Massachusetts Ave","42.3727","-71.1174","true","Box","4",,"0","0","0","4","0","0","0","0","3","1","0","0","0","0","0","0","Yes","POINT (-71.11742842 42.37268625)"
"21088678","(PB) HARVARD SQUARE BEHIND 65 MOUNT AUBURN ST IN ALLEY. FARTHER BACK NEAR LARGE GREY METAL GATE. SECURED TO A LARGE PIPE ON A CORNER NEAR DUMPSTER.","65 Mount Auburn Street","42.3723","-71.1178","true","Box","1",,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","Yes","POINT (-71.11779779 42.37228983)"
"21100855","(PB) CENTRAL SQUARE NEXT TO PLAY AREA INSIDE GATE","637 main st","42.3639","-71.0951","true","Box","3",,"0","0","0","3","0","0","0","1","1","0","1","0","0","0","0","0","Yes","POINT (-71.0950831 42.3639036)"
"17001673","FOCH @ GLADSTONE","Foch St & Gladstone St","42.4013","-71.1346","false","Pipe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1345556 42.4012944)"
"21100886"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ ACCESSIBLE ONLY THROUGH ACE/PILL HARDWARE. IN BACK ALLEY ALONG WALL BY TRASH"," 743 Massachusetts Ave","42.3665","-71.1051","true","Box","8",,"0","0","0","8","0","0","0","5","1","2","0","0","0","0","0","0","Yes","POINT (-71.1050928 42.3665346)"
"21002984","(addition) KENNEDY LONGFEWLLO SCHOOL PLAYGROUND BIG BELLY","John Ahern Field at Kennedy-Longfellow School","42.3691","-71.086","true","Box","3",,"0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0860183178 42.3691499817)"
"21006519","BROADWAY GATE","230 Broadway","42.3665","-71.0945","false","Box","1",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0944631 42.3665498)"
"21089247","(PB) HARVARD SQUARE BEHIND 1276 MASS AVE ON RIGHT SIDE OF DUMPSTER LINE CONNECTED TO RAIL PIPES","1276 Massachusetts Ave","42.3724","-71.1168","true","Box","2",,"0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","Yes","POINT (-71.11684289 42.3724269)"
"21001263","LEFT SIDE OF COMMUNITY CENTER ON HOWARD ST 16","53 Howard St","42.3658","-71.1111","false","Box","57","22","16","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.1111 42.36579)"
"21090734","(addition) FLETCHER MAYNARD DUMPSTER AREA","225 Windsor St","42.3669","-71.0959","true","Box","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","POINT (-71.0959372 42.3668508)"
"21006997","GOLD STAR PARK","123 Gore St","42.3729","-71.0838","false","Box","26","0","16","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","POINT (-71.0837612 42.372862)"
"21100853"," #KC CITY OF CAMBRIDGE PB #SN CENTRAL SQ  UNDER FIRE ESCAPE STAIRS"," 698 Massachusetts Ave","42.3657","-71.1049","false","Box","1",,"0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","Yes","POINT (-71.10492172 42.36566501)"
"21101250","(DPW) STRAWBERRY HILL REAR OF LIBRARY GO DOWN STAIRS. LOOK UP OLD STAIRS UNDER PATIO. TOP OF STAIRS","64 Aberdeen Ave","42.3769","-71.1469","true","Box","2",,"0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","No","POINT (-71.1468708 42.3769121)"
